Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
1144,Dragon Quest IV: Chapters of the Chosen,DS,2007.0,Role-Playing,Square Enix,0.3,0.02,1.27,0.03,1.62,80.0,44.0,7.9,50.0,ArtePiazza,E10+
1145,NFL Street 2,PS2,2004.0,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61,77.0,33.0,8.7,20.0,EA Tiburon,E
1146,Baseball,GB,1989.0,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61,,,,,,
1147,Yu-Gi-Oh! Duel Monsters,GB,1998.0,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61,,,,,,
1148,Super Mario Strikers,GC,2005.0,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61,76.0,39.0,8.7,55.0,Next Level Games,E
1149,Buzz! The Music Quiz,PS2,2005.0,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61,,,,,,
1150,Rage,X360,2011.0,Shooter,Bethesda Softworks,0.82,0.6,0.03,0.15,1.6,81.0,77.0,6.7,559.0,id Software,M
1151,Mario Hoops 3 on 3,DS,2006.0,Sports,Nintendo,0.98,0.04,0.49,0.09,1.6,69.0,40.0,8.0,37.0,Square Enix,E
1152,SpongeBob's Atlantis SquarePantis,DS,2007.0,Action,THQ,1.49,0.0,0.0,0.11,1.6,64.0,5.0,,,THQ,E
1153,Dollar Dash,PS2,2005.0,Action,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6,,,,,,
1154,F-1 World Grand Prix,N64,1998.0,Racing,Video System,0.46,0.96,0.09,0.08,1.6,,,,,,
1155,River Raid,2600,1981.0,Shooter,Activision,1.49,0.09,0.0,0.02,1.6,,,,,,
1156,Just Cause 2,X360,2010.0,Action,Square Enix,0.59,0.83,0.02,0.17,1.6,81.0,74.0,8.0,267.0,Avalanche Studios,M
1157,Silent Hill,PS,1999.0,Action,Konami Digital Entertainment,0.71,0.48,0.3,0.1,1.6,86.0,17.0,9.2,326.0,KCET,M
1158,Sonic Heroes,GC,2003.0,Platform,Sega,1.05,0.44,0.06,0.04,1.6,72.0,49.0,7.8,125.0,Sonic Team,E
1159,Disney Infinity,Wii,2013.0,Action,Disney Interactive Studios,1.05,0.41,0.0,0.14,1.6,,,4.2,24.0,Avalanche Software,E10+
1160,ESPN NBA 2K5,PS2,2004.0,Sports,Global Star,1.26,0.12,0.0,0.21,1.59,83.0,24.0,7.5,36.0,Visual Concepts,E
1161,Diablo,PC,1996.0,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59,94.0,12.0,8.7,850.0,Blizzard Entertainment,M
1162,Far Cry 2,X360,2008.0,Action,Ubisoft,0.71,0.69,0.02,0.18,1.59,85.0,75.0,6.7,288.0,Ubisoft Montreal,M
1163,The Legend of Zelda: Twilight Princess,GC,2006.0,Action,Nintendo,1.15,0.36,0.04,0.04,1.59,96.0,16.0,9.2,568.0,Nintendo,T
1164,Soul Edge,PS,1996.0,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59,,,,,,
1165,Mario Bros.,2600,1982.0,Platform,Atari,1.48,0.09,0.0,0.02,1.59,,,,,,
1166,Pro Evolution Soccer 2008,PS3,2007.0,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,74.0,19.0,6.1,47.0,Konami,E
1167,NASCAR 2000,PS,1999.0,Racing,Electronic Arts,0.88,0.6,0.0,0.1,1.59,,,,,,
1168,Pokemon Battle Revolution,Wii,2006.0,Role-Playing,Nintendo,0.78,0.37,0.3,0.13,1.58,53.0,34.0,6.7,106.0,Genius Sonority Inc.,E
1169,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012.0,Action,Square Enix,0.88,0.26,0.34,0.1,1.58,75.0,54.0,8.2,267.0,Square Enix,E10+
1170,Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,Konami Digital Entertainment,0.94,0.48,0.01,0.15,1.58,69.0,8.0,6.8,6.0,Konami,E10+
1171,SoulCalibur IV,X360,2008.0,Fighting,Ubisoft,0.92,0.43,0.07,0.15,1.58,85.0,62.0,7.9,157.0,Namco,T
1172,Jampack Summer 2K,PS,2000.0,Misc,Sony Computer Entertainment,0.88,0.6,0.0,0.1,1.58,,,,,,
1173,Sonic Generations,PS3,2011.0,Platform,Sega,0.6,0.69,0.02,0.26,1.58,76.0,38.0,8.2,253.0,Sega,E
1174,Spyro 2: Season of Flame,GBA,2002.0,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58,76.0,18.0,7.6,13.0,Digital Eclipse,E
1175,Mario Party 10,WiiU,2015.0,Misc,Nintendo,0.69,0.53,0.24,0.12,1.58,66.0,66.0,6.5,279.0,"Nintendo, Nd Cube",E
1176,Devil May Cry 4,PS3,2008.0,Action,Capcom,0.58,0.45,0.34,0.2,1.57,84.0,63.0,8.2,311.0,Capcom,M
1177,Dead Rising 3,XOne,2013.0,Action,Microsoft Game Studios,1.06,0.35,0.01,0.15,1.57,78.0,69.0,6.8,908.0,Capcom Vancouver,M
1178,Pro Evolution Soccer 2010,PS2,2009.0,Sports,Konami Digital Entertainment,0.1,0.18,0.12,1.16,1.57,,,8.1,15.0,Konami,E
1179,NCAA Football 2002,PS2,2001.0,Sports,Electronic Arts,0.77,0.6,0.0,0.2,1.57,90.0,18.0,8.7,24.0,EA Sports,E
1180,Gears of War: Judgment,X360,2013.0,Shooter,Microsoft Game Studios,0.92,0.5,0.03,0.12,1.57,79.0,81.0,5.4,779.0,Epic Games,M
1181,Watch Dogs,XOne,2014.0,Action,Ubisoft,0.9,0.53,0.0,0.14,1.57,78.0,15.0,5.8,712.0,Ubisoft Montreal,M
1182,Guitar Hero: On Tour Decades,DS,2008.0,Misc,Activision,0.84,0.57,0.0,0.16,1.57,72.0,40.0,8.0,5.0,Vicarious Visions,E10+
1183,FIFA 16,X360,2015.0,Sports,Electronic Arts,0.57,0.88,0.0,0.12,1.57,,,2.9,45.0,EA Sports,E
1184,Madden NFL 15,XOne,2014.0,Sports,Electronic Arts,1.31,0.09,0.0,0.16,1.57,80.0,19.0,6.4,138.0,EA Sports,E
1185,Conflict: Desert Storm,PS2,2002.0,Shooter,Gotham Games,0.98,0.53,0.0,0.06,1.57,55.0,10.0,8.6,45.0,Pivotal Games,T
1186,Mario Party 7,GC,2005.0,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,64.0,25.0,7.9,53.0,Hudson,E
1187,Dragon Quest V: Hand of the Heavenly Bride,DS,2008.0,Role-Playing,Square Enix,0.17,0.02,1.36,0.02,1.57,84.0,46.0,8.5,57.0,ArtePiazza,E10+
1188,High School Musical 3: Senior Year,DS,2008.0,Misc,Disney Interactive Studios,0.63,0.76,0.0,0.17,1.56,,,,,,
1189,Smuggler's Run,PS2,2000.0,Racing,Take-Two Interactive,0.77,0.6,0.0,0.2,1.56,79.0,21.0,6.8,18.0,Rockstar San Diego,T
1190,Fight Night Round 3,PS2,2006.0,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56,84.0,32.0,8.1,41.0,EA Chicago,T
1191,Need for Speed: Most Wanted,X360,2012.0,Racing,Electronic Arts,0.62,0.78,0.01,0.15,1.56,83.0,54.0,8.5,134.0,EA Canada,T
1192,Carnival Games: Mini Golf,Wii,2008.0,Sports,Take-Two Interactive,0.86,0.54,0.0,0.15,1.56,38.0,10.0,5.7,7.0,Cat Daddy Games,E
1193,Donkey Kong Classics,NES,1988.0,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56,,,,,,
1194,Hannah Montana: Music Jam,DS,2007.0,Action,Disney Interactive Studios,1.05,0.36,0.0,0.15,1.56,,,,,,
1195,Twisted Metal,PS,1995.0,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56,,,,,,
1196,Final Fight,SNES,1990.0,Action,Capcom,0.67,0.17,0.69,0.03,1.56,,,,,,
1197,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009.0,Role-Playing,Nintendo,0.57,0.43,0.44,0.12,1.56,54.0,26.0,9.0,133.0,ChunSoft,E
1198,Dragon Quest Monsters 2,GB,2001.0,Role-Playing,Enix Corporation,0.0,0.0,1.56,0.0,1.56,,,,,,
1199,Pokemon Pinball: Ruby & Sapphire,GBA,2003.0,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56,,,,,,
1200,MySims Kingdom,DS,2008.0,Simulation,Electronic Arts,0.8,0.59,0.01,0.16,1.55,58.0,9.0,,,TOSE,E
1201,LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,Disney Interactive Studios,0.73,0.67,0.0,0.15,1.55,73.0,14.0,7.0,13.0,Traveller's Tales,E10+
1202,Stuntman,PS2,2002.0,Racing,Atari,0.76,0.59,0.0,0.2,1.55,71.0,37.0,5.7,36.0,Reflections Interactive,T
1203,Tom Clancy's Rainbow Six 3,XB,2003.0,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55,86.0,39.0,8.5,31.0,Ubisoft,M
1204,LEGO Harry Potter: Years 1-4,X360,2010.0,Action,Warner Bros. Interactive Entertainment,0.95,0.46,0.0,0.14,1.55,79.0,58.0,8.0,62.0,Traveller's Tales,E10+
1205,007: The World is not Enough,N64,2000.0,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55,,,,,,
1206,Spider-Man 2: Enter: Electro,PS,2001.0,Action,Activision,0.57,0.87,0.02,0.09,1.55,74.0,15.0,8.7,35.0,Vicarious Visions,E
1207,Guitar Hero 5,Wii,2009.0,Misc,Activision,0.92,0.48,0.0,0.15,1.55,89.0,25.0,6.9,49.0,Vicarious Visions,T
1208,Command & Conquer: Tiberian Sun,PC,1999.0,Strategy,Westwood Studios,1.55,0.0,0.0,0.0,1.55,,,,,,
1209,Wolfenstein: The New Order,PS4,2014.0,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.24,1.55,79.0,73.0,8.1,1116.0,MachineGames,M
1210,Mafia II,X360,2010.0,Action,Take-Two Interactive,0.85,0.55,0.0,0.15,1.55,74.0,79.0,7.8,458.0,2K Czech,M
1211,Moshi Monsters: Moshling Zoo,DS,2011.0,Misc,Activision,0.37,0.96,0.0,0.21,1.54,,,,,Mind Candy,E
1212,BioShock 2,PS3,2010.0,Shooter,Take-Two Interactive,0.85,0.46,0.02,0.22,1.54,88.0,62.0,8.2,492.0,2K Marin,M
1213,Dark Cloud,PS2,2000.0,Role-Playing,Sony Computer Entertainment,0.83,0.44,0.08,0.19,1.54,80.0,27.0,8.2,99.0,Level 5,T
1214,Warcraft III: The Frozen Throne,PC,2003.0,Strategy,Activision,0.58,0.87,0.0,0.09,1.54,88.0,23.0,9.0,713.0,Blizzard Entertainment,T
1215,Active Life: Outdoor Challenge,Wii,2008.0,Sports,Atari,0.78,0.43,0.19,0.14,1.54,69.0,6.0,8.1,14.0,h.a.n.d. Inc.,E
1216,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006.0,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54,90.0,78.0,8.0,215.0,Ubisoft Paris,T
1217,Ratchet & Clank (2016),PS4,2016.0,Platform,Sony Computer Entertainment,0.5,0.76,0.04,0.24,1.54,,,,,,
1218,MVP Baseball 2005,PS2,2005.0,Sports,Electronic Arts,1.26,0.07,0.0,0.21,1.54,87.0,25.0,8.6,47.0,EA Sports,E
1219,Die Hard Trilogy,PS,1996.0,Shooter,Fox Interactive,0.85,0.58,0.0,0.1,1.54,,,,,,
1220,Uncharted: Golden Abyss,PSV,2011.0,Shooter,Sony Computer Entertainment,0.53,0.66,0.13,0.22,1.53,80.0,80.0,7.4,770.0,"Naughty Dog, Sony Bend",T
1221,Go Vacation,Wii,2011.0,Misc,Namco Bandai Games,0.42,0.65,0.33,0.14,1.53,64.0,28.0,7.8,13.0,Namco Bandai Games,E10+
1222,Pro Evolution Soccer 2013,PS3,2012.0,Sports,Konami Digital Entertainment,0.18,0.63,0.49,0.24,1.53,82.0,37.0,6.7,146.0,Konami,E
1223,Mortal Kombat 3,SNES,1994.0,Fighting,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53,,,,,,
1224,NFL GameDay 99,PS,1998.0,Sports,989 Studios,1.44,0.05,0.0,0.04,1.53,,,,,,
1225,Dishonored,PS3,2012.0,Action,Bethesda Softworks,0.72,0.52,0.04,0.25,1.53,89.0,35.0,7.9,781.0,Arkane Studios,M
1226,Mario Golf: Toadstool Tour,GC,2003.0,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,81.0,49.0,8.0,56.0,Camelot Software Planning,E
1227,Tiger Woods 99 PGA Tour Golf,PS,1997.0,Sports,Electronic Arts,0.85,0.58,0.0,0.1,1.53,,,,,,
1228,Call of Duty: Black Ops II,PC,2012.0,Shooter,Activision,0.64,0.69,0.0,0.19,1.53,74.0,11.0,4.2,1635.0,Treyarch,M
1229,Resident Evil: The Umbrella Chronicles,Wii,2007.0,Action,Capcom,0.67,0.43,0.29,0.14,1.52,75.0,47.0,7.6,122.0,Cavia Inc.,M
1230,Knockout Kings,PS,1997.0,Fighting,Electronic Arts,1.07,0.39,0.0,0.06,1.52,,,,,,
1231,The Simpsons Skateboarding,PS2,2002.0,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52,38.0,21.0,5.0,26.0,The Code Monkeys,T
1232,Donkey Kong Country: Tropical Freeze,WiiU,2014.0,Platform,Nintendo,0.7,0.55,0.16,0.12,1.52,83.0,77.0,8.9,712.0,Retro Studios,E
1233,NASCAR 98,PS,1996.0,Racing,Electronic Arts,1.43,0.05,0.0,0.04,1.52,,,,,,
1234,Xevious,NES,1984.0,Shooter,Namco Bandai Games,0.18,0.06,1.27,0.01,1.52,,,,,,
1235,F1 Race,NES,1984.0,Racing,Nintendo,0.0,0.0,1.52,0.0,1.52,,,,,,
1236,NASCAR 99,PS,1998.0,Racing,Electronic Arts,1.45,0.04,0.0,0.04,1.52,,,,,,
1237,Final Fantasy XIV: A Realm Reborn,PC,2010.0,Role-Playing,Square Enix,0.88,0.48,0.0,0.17,1.52,,,,,,
1238,NBA Live 2000,PS,1998.0,Sports,Electronic Arts,1.43,0.05,0.0,0.03,1.52,,,,,,
1239,Fight Night Round 4,PS3,2009.0,Fighting,Electronic Arts,0.92,0.4,0.0,0.2,1.52,88.0,46.0,7.6,95.0,EA Canada,T
1240,Super Monkey Ball 2,GC,2002.0,Puzzle,Atari,1.11,0.31,0.06,0.04,1.52,87.0,34.0,8.5,51.0,Amusement Vision,E
1241,Pac-Man World 2,PS2,2002.0,Action,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,73.0,19.0,7.8,26.0,Namco,E
1242,Disney Fairies: Tinker Bell,DS,2008.0,Adventure,Disney Interactive Studios,0.85,0.51,0.01,0.15,1.51,,,7.8,5.0,"Genius Sonority Inc., Disney Interactive Studios",E
1243,MySims Kingdom,Wii,2008.0,Simulation,Electronic Arts,0.7,0.64,0.01,0.16,1.51,76.0,19.0,8.1,24.0,EA Redwood Shores,E
1244,Dead Space 2,X360,2011.0,Shooter,Electronic Arts,0.94,0.44,0.0,0.13,1.51,90.0,83.0,8.6,679.0,Visceral Games,M
1245,Puzzle & Dragons,3DS,2013.0,Role-Playing,GungHo,0.0,0.0,1.51,0.0,1.51,,,,,,
1246,Call of Duty: Modern Warfare: Reflex Edition,Wii,2009.0,Shooter,Activision,0.94,0.43,0.0,0.14,1.51,,,,,,
1247,Mega Man 2,NES,1988.0,Action,Capcom,0.93,0.15,0.42,0.01,1.51,,,,,,
1248,Simpsons Wrestling,PS,2001.0,Fighting,Electronic Arts,0.23,1.16,0.0,0.11,1.51,,,,,,
1249,NBA Live 98,PS,1997.0,Sports,Electronic Arts,1.41,0.06,0.0,0.04,1.51,,,,,,
1250,The Simpsons Game,PS2,2007.0,Action,Electronic Arts,0.35,0.03,0.0,1.13,1.51,68.0,10.0,8.2,27.0,Electronic Arts,T
1251,Monopoly,PS,1997.0,Misc,Hasbro Interactive,1.18,0.27,0.0,0.05,1.51,,,,,,
1252,The Simpsons Game,DS,2007.0,Action,Electronic Arts,0.56,0.77,0.0,0.17,1.51,69.0,17.0,7.3,18.0,Griptonite Games,T
1253,Football Manager 2012,PC,2011.0,Sports,Sega,0.02,1.16,0.0,0.33,1.51,84.0,45.0,8.0,172.0,Sports Interactive,E
1254,Ni no Kuni: Wrath of the White Witch,PS3,2011.0,Role-Playing,Namco Bandai Games,0.6,0.47,0.21,0.23,1.51,85.0,89.0,8.6,984.0,Level 5,E10+
1255,SoulCalibur II,GC,2003.0,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,1.5,93.0,45.0,9.1,135.0,Namco,T
1256,Call of Duty 3,PS3,2006.0,Shooter,Activision,0.6,0.62,0.03,0.26,1.5,80.0,43.0,6.9,92.0,Treyarch,T
1257,Tokyo Xtreme Racer Zero,PS2,2000.0,Racing,Crave Entertainment,0.66,0.52,0.15,0.17,1.5,76.0,15.0,8.9,64.0,Genki,E
1258,NFL Blitz,PS,1998.0,Sports,Midway Games,1.41,0.05,0.0,0.04,1.5,,,,,,
1259,Red Faction II,PS2,2002.0,Shooter,THQ,0.49,0.78,0.0,0.23,1.5,84.0,30.0,8.3,35.0,Volition Inc.,M
1260,Madden NFL 2001,PS2,2000.0,Sports,Electronic Arts,1.19,0.07,0.05,0.2,1.5,91.0,25.0,7.7,7.0,EA Sports,E
1261,Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986.0,Platform,Hudson Soft,0.0,0.0,1.5,0.0,1.5,,,,,,
1262,WWF No Mercy,N64,2000.0,Fighting,THQ,1.2,0.27,0.02,0.02,1.5,,,,,,
1263,Ice Climber,NES,1985.0,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5,,,,,,
1264,Sonic CD,SCD,1993.0,Platform,Sega,1.0,0.36,0.09,0.05,1.5,,,,,,
1265,Star Wars: The Force Unleashed II,PS3,2010.0,Action,LucasArts,0.8,0.49,0.0,0.21,1.5,63.0,41.0,6.8,121.0,LucasArts,T
1266,Pac-Man World,PS,1998.0,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5,,,,,,
1267,Rock Band 2,PS3,2008.0,Misc,MTV Games,1.13,0.2,0.0,0.16,1.49,91.0,24.0,7.9,88.0,Harmonix Music Systems,T
1268,Final Fantasy: Crystal Chronicles,GC,2003.0,Role-Playing,Nintendo,0.72,0.38,0.36,0.04,1.49,80.0,55.0,8.1,94.0,Square Enix,T
1269,Medal of Honor: Frontline,XB,2002.0,Shooter,Electronic Arts,1.0,0.43,0.0,0.06,1.49,81.0,18.0,6.9,23.0,EA LA,T
1270,Madden NFL 09,PS2,2008.0,Sports,Electronic Arts,1.22,0.0,0.0,0.27,1.49,67.0,4.0,7.0,24.0,EA Tiburon,E
1271,Dead Rising 2,X360,2010.0,Action,Capcom,0.75,0.52,0.09,0.12,1.49,79.0,76.0,6.9,216.0,Blue Castle Games,M
1272,Banjo-Tooie,N64,2000.0,Platform,Nintendo,0.82,0.36,0.25,0.06,1.49,,,,,,
1273,Buzz! The BIG Quiz,PS2,2006.0,Misc,Sony Computer Entertainment,0.0,1.1,0.0,0.39,1.49,,,,,,
1274,Mafia II,PS3,2010.0,Action,Take-Two Interactive,0.5,0.69,0.04,0.26,1.49,75.0,61.0,7.7,297.0,2K Czech,M
1275,Batman: Arkham Knight,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.88,0.47,0.0,0.14,1.49,85.0,16.0,6.6,694.0,Rocksteady Studios,M
1276,Doom (2016),PS4,2016.0,Shooter,Bethesda Softworks,0.54,0.69,0.02,0.24,1.49,,,,,,
1277,Dirge of Cerberus: Final Fantasy VII,PS2,2006.0,Shooter,Square Enix,0.47,0.37,0.52,0.12,1.48,57.0,51.0,6.9,103.0,Square Enix,T
1278,WWF WrestleMania 2000,N64,1999.0,Fighting,THQ,1.2,0.25,0.02,0.02,1.48,,,,,,
1279,Wario Land II,GB,1997.0,Platform,Nintendo,0.7,0.35,0.39,0.04,1.48,,,,,,
1280,Nintendo World Cup,NES,1990.0,Sports,Nintendo,0.28,0.5,0.65,0.05,1.48,,,,,,
1281,Sonic Rivals 2,PSP,2007.0,Racing,Sega,0.44,0.67,0.0,0.37,1.48,60.0,24.0,7.8,35.0,Backbone Entertainment,E
1282,Bratz: Forever Diamondz,DS,2006.0,Adventure,THQ,0.43,0.88,0.0,0.18,1.48,,,6.5,4.0,Barking Lizards,E
1283,Resistance 3,PS3,2011.0,Shooter,Sony Computer Entertainment,0.64,0.57,0.05,0.22,1.48,83.0,91.0,7.8,543.0,Insomniac Games,M
1284,Drawn To Life: SpongeBob SquarePants Edition,DS,2008.0,Adventure,THQ,0.99,0.35,0.0,0.13,1.48,68.0,12.0,5.5,4.0,Altron,E
1285,Disney Sing It: Pop Hits,Wii,2009.0,Misc,Disney Interactive Studios,1.07,0.28,0.0,0.13,1.48,,,,,Zoe Mode,E
1286,007: Quantum of Solace,X360,2008.0,Action,Activision,0.82,0.51,0.01,0.14,1.48,65.0,69.0,7.1,71.0,Treyarch,T
1287,Major League Baseball 2K5,PS2,2005.0,Sports,Take-Two Interactive,0.72,0.56,0.0,0.19,1.48,82.0,19.0,7.4,20.0,Kush Games,E
1288,Fight Night 2004,PS2,2004.0,Fighting,Electronic Arts,1.08,0.2,0.0,0.2,1.48,85.0,43.0,9.0,25.0,EA Sports,T
1289,LEGO Star Wars III: The Clone Wars,X360,2011.0,Action,LucasArts,0.84,0.51,0.0,0.13,1.48,75.0,43.0,7.8,42.0,Traveller's Tales,E10+
1290,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004.0,Action,Ubisoft,0.82,0.59,0.0,0.07,1.48,93.0,74.0,8.6,68.0,Ubisoft Shanghai,T
1291,LEGO City Undercover,3DS,2013.0,Platform,Nintendo,0.52,0.77,0.07,0.11,1.47,,,,,,
1292,Imagine: Master Chef,DS,2007.0,Simulation,Ubisoft,0.39,0.91,0.0,0.17,1.47,,,,,Ubisoft,E
1293,Disney Princess,GBA,2003.0,Platform,THQ,1.04,0.37,0.0,0.06,1.47,,,,,Art,E
1294,Mario Golf,N64,1999.0,Action,Nintendo,0.62,0.18,0.65,0.02,1.47,,,,,,
1295,Call of Duty Black Ops: Declassified,PSV,2012.0,Action,Activision,0.71,0.43,0.07,0.26,1.47,33.0,58.0,4.8,479.0,Nihilistic,M
1296,Tom Clancy's Ghost Recon: Future Soldier,X360,2012.0,Shooter,Ubisoft,0.93,0.4,0.02,0.12,1.47,79.0,75.0,7.2,334.0,Ubisoft Paris,M
1297,Fight Night Round 3,X360,2006.0,Fighting,Electronic Arts,1.33,0.03,0.01,0.1,1.47,86.0,67.0,8.8,264.0,EA Chicago,T
1298,Xenogears,PS,1998.0,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,1.46,84.0,15.0,8.4,204.0,SquareSoft,T
1299,The SpongeBob SquarePants Movie,GBA,2004.0,Platform,THQ,1.02,0.38,0.0,0.06,1.46,,,,,WayForward,E
1300,Super Scribblenauts,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,1.06,0.29,0.0,0.11,1.46,81.0,53.0,8.2,46.0,5TH Cell,E10+
1301,Midway Arcade Treasures,PS2,2003.0,Misc,Midway Games,0.72,0.56,0.0,0.19,1.46,76.0,22.0,,,Midway,T
1302,Triple Play 99,PS,,Sports,,0.81,0.55,0.0,0.1,1.46,,,,,,
1303,Dragon Quest VII: Warriors of Eden,3DS,2013.0,Role-Playing,Square Enix,0.06,0.09,1.3,0.01,1.46,,,,,,
1304,Super Monkey Ball,GC,2001.0,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46,87.0,28.0,7.9,46.0,Amusement Vision,E
1305,SoulCalibur IV,PS3,2008.0,Fighting,Ubisoft,0.72,0.4,0.14,0.2,1.46,85.0,65.0,7.9,129.0,Namco,T
1306,Donkey Kong,2600,1981.0,Platform,Coleco,1.36,0.08,0.0,0.02,1.46,,,,,,
1307,Mortal Kombat 4,PS,1998.0,Fighting,GT Interactive,0.81,0.55,0.0,0.1,1.46,,,,,,
1308,New Play Control! Mario Power Tennis,Wii,2009.0,Sports,Nintendo,0.35,0.69,0.28,0.14,1.46,,,,,,
1309,Mario Superstar Baseball,GC,2005.0,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,76.0,38.0,8.6,41.0,Namco,E
1310,Wall-E,DS,2008.0,Platform,THQ,0.46,0.82,0.0,0.17,1.46,54.0,15.0,,,Helixe,E
1311,WCW vs the World,PS,1998.0,Fighting,THQ,1.17,0.2,0.04,0.05,1.46,,,,,,
1312,Battlefield: Bad Company,X360,2008.0,Shooter,Electronic Arts,0.81,0.46,0.04,0.15,1.46,83.0,70.0,7.7,263.0,EA DICE,T
1313,Homefront,X360,2011.0,Shooter,THQ,0.83,0.48,0.02,0.12,1.45,70.0,85.0,6.0,399.0,Kaos Studios,M
1314,Onimusha 3: Demon Siege,PS2,2004.0,Action,Capcom,0.37,0.47,0.54,0.07,1.45,85.0,53.0,8.6,73.0,Capcom,M
1315,Madden NFL 15,PS3,2014.0,Sports,Electronic Arts,1.08,0.11,0.0,0.27,1.45,,,2.7,13.0,EA Sports,E
1316,Red Dead Revolver,PS2,2004.0,Shooter,Take-Two Interactive,0.71,0.55,0.0,0.19,1.45,73.0,42.0,7.8,70.0,Rockstar San Diego,M
1317,Resident Evil: Outbreak,PS2,2003.0,Action,Capcom,0.54,0.35,0.46,0.1,1.45,71.0,40.0,8.3,94.0,Capcom,M
1318,Tamagotchi,GB,1996.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,,,,,,
1319,4 Nin uchi Mahjong,NES,1984.0,Misc,Nintendo,0.0,0.0,1.45,0.0,1.45,,,,,,
1320,Dragon Ball Z,SNES,1993.0,Fighting,Namco Bandai Games,0.0,0.0,1.45,0.0,1.45,,,,,,
1321,Game de Hakken!! Tamagotchi 2,GB,1997.0,Simulation,Namco Bandai Games,0.0,0.0,1.44,0.01,1.45,,,,,,
1322,Namco Museum 64,N64,1999.0,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01,1.45,,,,,,
1323,Mass Effect 2,PS3,2011.0,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,1.45,94.0,62.0,8.5,1081.0,BioWare,M
1324,LEGO Battles: Ninjago,DS,2011.0,Strategy,Warner Bros. Interactive Entertainment,1.02,0.32,0.0,0.11,1.45,59.0,14.0,6.9,11.0,Hellbent Games,E
1325,Tony Hawk's American Wasteland (Weekly american sales),PS2,2005.0,Sports,Activision,1.38,0.05,0.0,0.02,1.45,,,,,,
1326,NBA 2K14,PS4,2013.0,Sports,Take-Two Interactive,0.89,0.31,0.01,0.23,1.45,85.0,20.0,6.5,368.0,Visual Concepts,E
1327,The House of the Dead 2 & 3 Return,Wii,2008.0,Shooter,Sega,0.77,0.49,0.03,0.15,1.44,,,,,,
1328,SingStar Pop,PS2,2007.0,Misc,Sony Computer Entertainment,0.04,1.08,0.0,0.32,1.44,73.0,13.0,7.5,8.0,SCEE London Studio,E10+
1329,Kirby Super Star,SNES,1996.0,Platform,Nintendo,0.26,0.07,1.09,0.02,1.44,,,,,,
1330,Sonic & Sega All-Stars Racing,Wii,2010.0,Racing,Sega,0.61,0.68,0.0,0.15,1.44,,,,,,
1331,Disney Infinity,X360,2013.0,Action,Disney Interactive Studios,0.97,0.34,0.0,0.13,1.44,74.0,38.0,6.5,79.0,Avalanche Software,E10+
1332,My Word Coach,DS,2007.0,Misc,Ubisoft,0.37,0.89,0.0,0.18,1.44,71.0,7.0,6.8,5.0,Ubisoft,E
